iter	PRAUC	Logloss
143	0.9605840883	0.4115430842
144	0.9607094838	0.4105086577
145	0.9611391026	0.4096223478
146	0.9614682519	0.4089804414
147	0.961533052	0.4079952333
148	0.9617011284	0.4067530836
149	0.9616634453	0.4060967404
150	0.9616156296	0.4056352548
151	0.9616328238	0.4047368735
152	0.9621028439	0.4041188065
153	0.9622179957	0.4030724204
154	0.9623199359	0.4025135557
155	0.9622924643	0.4020929852
156	0.9621117704	0.4013572233
157	0.9623758722	0.4006211153
158	0.962413072	0.3995137228
159	0.9623867993	0.3989261375
160	0.962957132	0.3972247933
161	0.9629737456	0.3963794319
162	0.9630995554	0.3959000553
163	0.9631065294	0.3951550574
164	0.9632772925	0.3946836284
165	0.9633891616	0.3936732668
166	0.9640019742	0.3927312124
167	0.9641909386	0.3919856835
168	0.9642269177	0.3916120914
169	0.9643885135	0.3906610768
170	0.9642658555	0.3900538912
171	0.9644369596	0.3896573246
172	0.9648466934	0.3890237252
173	0.9649848095	0.3885066136
174	0.9650399374	0.387607454
175	0.9652408699	0.3869286018
176	0.9653502545	0.3863460224
177	0.9653939096	0.3861339202
178	0.9653147459	0.3856978875
179	0.9653940196	0.385053966
180	0.965385602	0.3845275208
181	0.9655341933	0.3840637934
182	0.9654548159	0.3836818745
183	0.9656531965	0.3827921912
184	0.9657076322	0.3821584694
185	0.9656528694	0.3816504798
186	0.9658832973	0.3810256568
187	0.9660021857	0.3804432065
188	0.9662486463	0.3799831071
189	0.9662688186	0.3794707937
190	0.9662554824	0.378797292
191	0.9662876729	0.3780852897
192	0.9663832896	0.377117769
193	0.9664474637	0.3766589289
194	0.9666583825	0.3758553078
195	0.9667777657	0.3750261671
196	0.9668574031	0.3746689282
197	0.9670006577	0.3739578582
198	0.9672731554	0.3733073813
199	0.9673312746	0.3729518081
200	0.9673979521	0.3726370606
201	0.9673936228	0.3720915678
202	0.9675482592	0.3713756389
203	0.9676464552	0.3705191451
204	0.9675959071	0.3698836653
205	0.9678941712	0.3688859419
206	0.9680475873	0.3682356832
207	0.9680371925	0.3679046143
208	0.9682709294	0.3671266694
209	0.9682900429	0.3663391875
210	0.9685336432	0.3658002731
211	0.9688713687	0.3651196376
212	0.9688980348	0.3648359134
213	0.9690116083	0.364365776
214	0.9691247254	0.3638083823
215	0.9694089766	0.363054023
216	0.9698788652	0.3620086748
217	0.9699061431	0.3616306338
218	0.9698842142	0.3612507746
219	0.970048632	0.3605748174
220	0.9700449995	0.3597512036
221	0.9701300922	0.3594420984
222	0.9701092937	0.3588858875
223	0.9703071147	0.3582512187
224	0.9702535988	0.3579906532
225	0.9704203565	0.3574327845
226	0.9703094294	0.3569312102
227	0.9704811432	0.3564550554
228	0.970608141	0.3560665081
229	0.970788916	0.3555016516
230	0.9709118895	0.3547811596
231	0.971166812	0.3543246932
232	0.9713267958	0.3538430048
233	0.9714049095	0.3535024189
234	0.9718451245	0.3527815418
235	0.9718381367	0.3525440282
236	0.9718913025	0.3519051855
237	0.9719967114	0.3513043682
238	0.9719466488	0.3507173697
239	0.9719415721	0.3503485949
240	0.9719211171	0.3498773686
241	0.9719167887	0.3496712018
242	0.9721231608	0.3491597662
243	0.9722195472	0.3486013209
244	0.9721517556	0.3482544701
245	0.9723086756	0.3476303898
246	0.9725411423	0.3467031679
247	0.9725434518	0.3461619527
248	0.9727131076	0.3453395072
249	0.9728396262	0.3447381455
250	0.972990282	0.3441556008
251	0.9730408402	0.343599631
252	0.9730571279	0.3434091558
253	0.9730677591	0.3432211058
254	0.9733494152	0.3427136707
255	0.9733427055	0.3421201946
256	0.9735183958	0.3409563889
257	0.9736781258	0.3403611493
258	0.9738820092	0.3399009493
259	0.9740486071	0.3394837151
260	0.9740921141	0.3388610271
261	0.9741263342	0.338615061
262	0.9741817603	0.3381265625
263	0.9742128174	0.3378795757
264	0.9744183959	0.3371625291
265	0.974358008	0.3368520939
266	0.9744050899	0.336437885
267	0.9746037615	0.3357904063
268	0.9748114609	0.3351764367
269	0.9749351965	0.3347228377
270	0.9749258837	0.3345229971
271	0.9749370742	0.3343548805
272	0.97520625	0.3335414895
273	0.9754150269	0.3327869975
274	0.9755866349	0.3320313562
275	0.9757439514	0.3317380817
276	0.9757889296	0.3313307066
277	0.9758383648	0.330685747
278	0.9758009777	0.3304911004
279	0.9758280069	0.3296944135
280	0.9759573455	0.3289796685
281	0.9759819417	0.3283131099
282	0.976061256	0.327944323
283	0.9760928608	0.3277830849
284	0.9760803843	0.32739579
285	0.9762328105	0.3272100443
286	0.9762599047	0.3267939294
287	0.9764076321	0.3262579823
288	0.9764465647	0.3260054979
289	0.9765236662	0.3256367948
290	0.9765270261	0.3252290219
291	0.9766043206	0.3248163871
292	0.9767243952	0.3242389184
293	0.9769815832	0.3233160204
294	0.9770608863	0.3229914601
295	0.977185253	0.3225901677
296	0.9771886399	0.3217648052
297	0.9773416469	0.3212842956
298	0.9773841782	0.3209556216
299	0.9773821618	0.3204934296
300	0.9775042402	0.3201190537
301	0.9776126759	0.3193430018
302	0.9777167775	0.3185641854
303	0.9777715225	0.3180130857
304	0.9778205137	0.3176243429
305	0.9779213495	0.3172196958
306	0.9779771766	0.3166961223
307	0.9780273336	0.3163283706
308	0.9780849391	0.3160539929
309	0.9780931703	0.3154675407
310	0.9783129817	0.3147904295
311	0.9784600983	0.3143213736
312	0.9786694322	0.3136161206
313	0.9787768794	0.3132466349
314	0.9788211196	0.3130035758
315	0.9788923304	0.3128579962
316	0.978894959	0.3120896949
317	0.9789209092	0.3119949612
318	0.9789425185	0.3116292581
319	0.9790540006	0.3110823177
320	0.9791342806	0.3106054756
321	0.9791685841	0.3101417945
322	0.9793097001	0.3098453889
323	0.9793867495	0.3092979027
324	0.9793642529	0.3089857865
325	0.9794250792	0.3086375813
326	0.9795398481	0.3082427067
327	0.9796600416	0.3078188152
328	0.979709374	0.3074391266
329	0.979753512	0.3069160368
330	0.9797931207	0.3067215821
331	0.979849678	0.3064201539
332	0.9800117581	0.305852694
333	0.9800994265	0.30560433
334	0.9801440176	0.3054347685
335	0.9801650124	0.3051294289
336	0.9803499497	0.304245913
337	0.9803932151	0.3034752945
338	0.9804411088	0.3031179476
339	0.9806769253	0.3026764631
340	0.9806834172	0.3023777165
341	0.9807235465	0.3018037274
342	0.9809048364	0.3010312047
343	0.9809222146	0.3008937589
344	0.9812846329	0.3001611587
345	0.9812729952	0.2997352644
346	0.981257831	0.2994222813
347	0.9813134445	0.2990511438
348	0.9813027645	0.2986479797
349	0.9813087456	0.2984954051
350	0.9813770891	0.2981679711
351	0.9815328381	0.2975797351
352	0.981553831	0.297251631
353	0.9816082138	0.2968585065
354	0.9816898483	0.2966610253
355	0.9818048331	0.2963262842
356	0.981890311	0.2959586844
357	0.9819239299	0.295757049
358	0.9821230328	0.2950062091
359	0.9821283128	0.2947673022
360	0.9821467193	0.2944681249
361	0.982188654	0.2943277787
362	0.9822447337	0.2940521604
363	0.9823587604	0.2938446937
364	0.9823790364	0.2933938862
365	0.982446852	0.2930755077
366	0.9824694163	0.29274743
367	0.9825677302	0.2923459477
368	0.9826278392	0.2921457706
369	0.9827113097	0.2917001247
370	0.9828422132	0.2912721096
371	0.982946293	0.2906622782
372	0.9831230112	0.2902490693
373	0.9832463592	0.2897852118
374	0.9833161871	0.2896071491
375	0.9833025081	0.2893285292
376	0.983360735	0.2890623463
377	0.9834136919	0.2881546376
378	0.9834362052	0.2878676609
379	0.9834927819	0.2874746762
380	0.9838185889	0.2861567687
381	0.983879133	0.2856172652
382	0.9839216633	0.2853300656
383	0.9840815397	0.2850120458
384	0.9841641654	0.2847503762
385	0.9841894388	0.2845951675
386	0.9842334291	0.2837390933
387	0.9842876817	0.2835399128
388	0.9843809177	0.2834228879
389	0.9843434216	0.2832336809
390	0.9844034233	0.2828868095
391	0.9844462715	0.2824870184
392	0.9845029907	0.2818169927
393	0.984566338	0.2814864856
394	0.9846172163	0.2812139454
395	0.9846742904	0.2809719596
396	0.9847228872	0.2805264514
397	0.9849197604	0.279944336
398	0.9849031863	0.2796874128
399	0.9850326578	0.279211883
400	0.9850955503	0.2789071159
401	0.9851807924	0.2786023313
402	0.9852752393	0.2783080862
403	0.9854941931	0.2779027458
404	0.9855748089	0.2775305816
405	0.9855672323	0.2772692657
406	0.9855798802	0.2768604922
407	0.985608171	0.2764180417
408	0.9858854667	0.2759750957
409	0.9859539729	0.2755209176
410	0.9860096127	0.2753691287
411	0.986024101	0.2751650364
412	0.9860305384	0.2747308389
413	0.9860542589	0.2746035178
414	0.9861621893	0.2743396224
415	0.9861604294	0.2739682134
416	0.9862558029	0.2735340782
417	0.9864161735	0.2731857695
418	0.9864309492	0.2727945025
419	0.9865901435	0.2720925976
420	0.9866061744	0.2719123002
421	0.9867147542	0.2716618805
422	0.9867706196	0.2712805961
423	0.9868186496	0.27093622
424	0.9868931932	0.2704536925
425	0.9869512842	0.270141647
426	0.9870057959	0.2699571369
427	0.9871040223	0.2696615391
428	0.9871315787	0.2693533695
429	0.9871384624	0.2692546041
430	0.9872807312	0.2687662121
431	0.9873068024	0.268518198
432	0.9873244532	0.2681045736
433	0.9873776049	0.2679533649
434	0.987381325	0.2676681898
435	0.987398299	0.2675511017
436	0.9873941315	0.2672676803
437	0.9874763745	0.2668296528
438	0.9875236714	0.266462122
439	0.9875671981	0.2662031394
440	0.9876141381	0.2659388186
441	0.9877826329	0.2654490789
442	0.987975502	0.2650743712
443	0.9879462934	0.2647538647
444	0.987971191	0.2641899075
445	0.9880371544	0.2640385515
446	0.9881324257	0.2635397504
447	0.9882835394	0.2630367381
448	0.9883369824	0.2628765046
449	0.9883888485	0.2626639102
450	0.9884877089	0.2621615146
451	0.9885255211	0.2614703958
452	0.9886300494	0.2612190102
453	0.9886162121	0.2610273021
454	0.9886346813	0.2608571083
455	0.9886591323	0.2604239418
456	0.9887583296	0.2601424239
457	0.9887726095	0.2599987835
458	0.9888401664	0.2596788504
459	0.9889005994	0.259353787
460	0.9891200296	0.2588901776
461	0.9891352391	0.2583784311
462	0.9891634405	0.2582504754
463	0.9892419781	0.2580212989
464	0.9892585019	0.2577801723
465	0.9893546179	0.2574974441
466	0.9893684307	0.2572437616
467	0.9894232546	0.2568821162
468	0.9894942267	0.2566176923
469	0.9895180502	0.2564324458
470	0.9896120544	0.256054976
471	0.9896091457	0.25575263
472	0.9896043229	0.2555153458
473	0.9896191703	0.255467266
474	0.989766916	0.2551950862
475	0.9898843823	0.2548145305
476	0.9899308381	0.2543968125
477	0.9899654756	0.2541398789
478	0.9899894695	0.2541027101
479	0.9900426652	0.2536492695
480	0.9900686055	0.2534909325
481	0.9900940159	0.2532539025
482	0.9901820698	0.25268716
483	0.9901588098	0.2524633221
484	0.9902392245	0.2520776038
485	0.990249244	0.2518369606
486	0.9902822699	0.2515191739
487	0.9903711975	0.2513202488
488	0.9903795744	0.2509497843
489	0.9904012679	0.2506935259
490	0.9904260132	0.2503377779
491	0.9905425046	0.2499336731
492	0.9905441813	0.2495019431
493	0.9906208426	0.2493533453
494	0.9906429011	0.2491477619
495	0.9906221642	0.2489241504
496	0.9906425924	0.2486665708
497	0.990650205	0.2484301325
498	0.9907721185	0.2478608718
499	0.99079752	0.2477635364
500	0.9909373113	0.2473508409
501	0.9909357581	0.2471520228
502	0.9910460453	0.2466216384
503	0.9910797793	0.2461974951
504	0.9911041664	0.2457573877
505	0.9911718018	0.245489599
506	0.9912021386	0.2453731041
507	0.9913133832	0.2451067436
508	0.991353106	0.2447549856
509	0.9914212803	0.2443492263
510	0.9915134299	0.2440452816
511	0.9915406166	0.2438229247
512	0.9915738506	0.2437278828
513	0.9916286808	0.2435025252
514	0.9916392613	0.2432910211
515	0.9916748171	0.2431234737
516	0.991706618	0.2428297506
517	0.9917265942	0.2426391921
518	0.9917544825	0.2423140851
519	0.9918354976	0.2419766725
520	0.9918879105	0.241898451
521	0.9919556116	0.2414877774
522	0.992009092	0.2411812478
523	0.9920445685	0.24074966
524	0.9920888914	0.2406135142
525	0.9920629084	0.2405099868
526	0.9921197514	0.240228967
527	0.9922019228	0.2395398851
528	0.9922759559	0.23915147
529	0.9923259632	0.2389985045
530	0.9924042923	0.2386723057
531	0.9924320348	0.2384152165
532	0.9924860311	0.2380457349
533	0.9924877836	0.2376928654
534	0.9926324397	0.2372900276
535	0.9927068307	0.2371437583
536	0.9927068307	0.2368275442
537	0.9926870508	0.2365730913
538	0.992719285	0.2363902624
539	0.9927572764	0.2360315225
540	0.992788428	0.235751245
541	0.9928764004	0.2352256675
542	0.9928932611	0.23492151
543	0.9929517393	0.2348273523
544	0.9930372964	0.2343007931
545	0.9930040674	0.2340014144
546	0.9930303433	0.2336366852
547	0.9930625048	0.233102624
548	0.9930638555	0.2329702008
549	0.9931020256	0.2327350388
550	0.9931892921	0.2322846588
551	0.9932182452	0.2320391335
552	0.9932549037	0.2319226917
553	0.9932634387	0.2317324101
554	0.9932476198	0.2314086042
555	0.9932971788	0.2310322701
556	0.9933576478	0.2308268172
557	0.9933651822	0.2301934498
558	0.9933788658	0.2300837426
559	0.9933788658	0.2298814848
560	0.993432629	0.2296169381
561	0.9934405898	0.2294021958
562	0.9935202457	0.2291288222
563	0.993544111	0.2286801563
564	0.9936179378	0.2284146557
565	0.9936867855	0.228239481
566	0.9937441233	0.2280013164
567	0.9937779519	0.2275520581
568	0.9938299456	0.2273252996
569	0.9938449244	0.2268951013
570	0.9939119674	0.2265087109
571	0.9939356919	0.2260151345
572	0.9940007844	0.2255711984
573	0.9940862905	0.2252272628
574	0.9941103668	0.2250136125
575	0.9941329691	0.2247454938
576	0.9941459033	0.2243165453
577	0.994199596	0.2240134795
578	0.9942501226	0.2237871354
579	0.9943337712	0.2234190405
580	0.9943676311	0.22316948
581	0.994390935	0.2228536621
582	0.9944104649	0.2226594534
583	0.9945285288	0.2223186098
584	0.9945891445	0.2219370469
585	0.9946034986	0.2217806814
586	0.9946195806	0.2214119842
587	0.9946367698	0.2211234139
588	0.9946663617	0.2208578653
589	0.9946978252	0.2205344753
590	0.9947898501	0.2198327082
591	0.994828681	0.2194116918
592	0.9949008659	0.2192301606
593	0.9949848144	0.2188437708
594	0.9950352851	0.2185288054
595	0.9950679947	0.2183459485
596	0.9951114575	0.2181379289
597	0.9951055882	0.217992506
598	0.9952365976	0.2174780563
599	0.9952886738	0.2172711108
600	0.9953243341	0.2170672325
601	0.9953323811	0.2168943158
602	0.9953891006	0.2166102284
603	0.9953565344	0.2163844907
604	0.9953811332	0.2162919119
605	0.9954276954	0.2161225001
606	0.995563316	0.2156569513
607	0.9955887337	0.2154765854
608	0.9956213113	0.2151489031
609	0.9956277794	0.2149500199
610	0.9956449292	0.2148408944
611	0.9956373279	0.2144444346
612	0.995682876	0.2140223407
613	0.9956910892	0.2137949188
614	0.9957156045	0.2135149753
615	0.9957392018	0.2132611602
616	0.9957400528	0.212906535
617	0.9957709597	0.212737506
618	0.9957897153	0.2125980062
619	0.9958114142	0.2123122879
620	0.9958345729	0.211991748
621	0.9958759637	0.2117002468
622	0.9959016558	0.2114683761
623	0.9959496123	0.211110305
624	0.9959512763	0.2109111176
625	0.9959876616	0.2105684218
626	0.99596877	0.2104115034
627	0.9960010061	0.2101953805
628	0.9960313259	0.2099216879
629	0.996049379	0.2097263374
630	0.9960685408	0.2095710988
631	0.9961010881	0.2088453349
632	0.9961155815	0.2084584996
633	0.9961155815	0.2083953628
634	0.9961412989	0.2082437817
635	0.996200804	0.2079642729
636	0.996239104	0.2074357581
637	0.9962885729	0.207099255
638	0.9963029227	0.2067531275
639	0.9963200789	0.2064609067
640	0.9963435999	0.2061471461
641	0.9963274927	0.2058589332
642	0.996360744	0.2055415473
643	0.9963925733	0.2052788222
644	0.9963848727	0.2049240879
645	0.9964017039	0.2046209277
646	0.9964111811	0.2044558142
647	0.9964495106	0.2042065599
648	0.9964495106	0.2040579477
649	0.9964751924	0.2035774917
650	0.9965092992	0.2033123266
651	0.9965400407	0.2027656814
652	0.9965668101	0.2024591459
653	0.9965914117	0.2023129143
654	0.9966327661	0.2019744536
655	0.9966580424	0.2016666969
656	0.9966583291	0.2014484104
657	0.99669904	0.2012262841
658	0.9967645605	0.2007238652
659	0.9968139207	0.2005211686
660	0.9968319066	0.2003636529
661	0.996847657	0.2001500501
662	0.9968785797	0.1997915364
663	0.996903828	0.1994616163
664	0.9969484138	0.1990820871
665	0.9969484138	0.198807996
666	0.9969803849	0.198462973
667	0.9969954951	0.1983149601
668	0.9970036664	0.1981590267
669	0.9970278338	0.1979200518
670	0.9970434526	0.1976186653
671	0.9970985742	0.1972143897
672	0.997116411	0.1970408894
673	0.9971510498	0.1968854158
674	0.9971792197	0.1966661192
675	0.9971938807	0.1965257219
676	0.9971938807	0.1963638794
677	0.9971938807	0.1960693115
678	0.9972265635	0.1957236986
679	0.9972365198	0.1953460852
680	0.9972848343	0.1950547611
681	0.9972847591	0.194769441
682	0.9973102509	0.1943901164
683	0.9973266368	0.1941240774
684	0.9973266368	0.1938974666
685	0.9973606294	0.1935768067
686	0.9973606294	0.1934238006
687	0.9973606294	0.1930304885
688	0.9973764791	0.1926896146
689	0.9974108104	0.1923941587
690	0.9974240559	0.1920494946
691	0.997447979	0.1917549127
692	0.9974658262	0.1912785041
693	0.9974818184	0.1910392597
694	0.9975026006	0.1908210741
695	0.997519846	0.1904127798
696	0.9975291545	0.1900572507
697	0.997572176	0.1897314706
698	0.997572176	0.1895480032
699	0.9975882993	0.1891663076
700	0.9976221955	0.1890165108
701	0.9976370929	0.1888245351
702	0.9976470471	0.1886167546
703	0.9976548244	0.1882580462
704	0.9976770201	0.1878347329
705	0.9976689566	0.1876121802
706	0.9976930886	0.1872625704
707	0.9977186898	0.1870505148
708	0.9977104957	0.186836553
709	0.9977537042	0.1864598498
710	0.9978139975	0.1859547804
711	0.997829231	0.1853255839
712	0.997829231	0.1853255821
713	0.9978555353	0.1850725627
714	0.9978645551	0.1848744237
715	0.9978903064	0.1847041869
716	0.9979159572	0.1843832558
717	0.9979067675	0.1841170636
718	0.99792322	0.1836047279
719	0.9979480363	0.1831397917
720	0.9979486485	0.1828849904
721	0.9979926971	0.1825709563
722	0.9980928923	0.1820598828
723	0.9980670562	0.1817977105
724	0.9980835639	0.1814886699
725	0.9980914076	0.181270414
726	0.9980992822	0.1811513336
727	0.9981415559	0.1809379213
728	0.9981653714	0.1807078513
729	0.9981907201	0.1803049577
730	0.9982673522	0.1796380542
731	0.9982928716	0.1793746116
732	0.9982928716	0.1791286947
733	0.9983279702	0.1788111368
734	0.9983597856	0.1784190966
735	0.9983945538	0.1780876039
736	0.9984549276	0.1778361022
737	0.9984549276	0.1774229695
738	0.998472237	0.1770939619
739	0.9984807122	0.1767233751
740	0.9984966345	0.1762014737
741	0.9985372964	0.1759401485
742	0.9985462451	0.1756259086
743	0.9985462451	0.1754519656
744	0.9985612759	0.1751972607
745	0.9985612759	0.1748997551
746	0.9985701874	0.1744011849
747	0.9985626568	0.1740106685
748	0.9985701874	0.1736848255
749	0.998595544	0.1734789725
750	0.9986119399	0.1732464166
751	0.9986284455	0.1730170587
752	0.9986371337	0.1726519499
753	0.9986371337	0.1724749835
754	0.9986460084	0.1722327721
755	0.998679028	0.1714319796
756	0.9986802343	0.1711197535
757	0.9986892618	0.1708771382
758	0.9986892618	0.1706821609
759	0.9986981001	0.1703406681
760	0.9987158845	0.1700543996
761	0.9987948177	0.1694451245
762	0.9988643745	0.1690216477
763	0.9988820987	0.1686610243
764	0.9988807724	0.1683253282
765	0.9989225363	0.1680058898
766	0.998931267	0.1675452269
767	0.998947882	0.1670149024
768	0.998947882	0.1670149021
769	0.9989565005	0.1667685246
770	0.9989723256	0.1663191895
771	0.9989723256	0.1661324956
772	0.9989893554	0.1659628353
773	0.9989976597	0.1657921159
774	0.9990136179	0.1653441329
775	0.9990746384	0.1646717542
776	0.9991089054	0.1640993049
777	0.9991175623	0.1638553796
778	0.9991581972	0.1631797734
779	0.999150088	0.1626606856
780	0.9991762695	0.1622692743
781	0.9992086504	0.1619749291
782	0.999250838	0.1614571057
783	0.9992593541	0.1610141016
784	0.9992593541	0.1607238414
785	0.9992593541	0.1604723513
786	0.9992764588	0.1596185362
787	0.999284908	0.15931411
788	0.999284908	0.1590265356
789	0.999284908	0.1585962866
790	0.9993021911	0.1579814988
791	0.9993100047	0.1574786683
792	0.9993595645	0.1567524901
793	0.9993595645	0.1564222805
794	0.9993595645	0.156080772
795	0.9993595645	0.1558965357
796	0.9993678052	0.1556490021
797	0.9994101821	0.1552755207
798	0.9994101821	0.1548146267
799	0.9994278658	0.1546136617
